"No missing
adjustment","Wrong
backdoor set",Method,"Correct
adjustment"
0.3625265184855554,0.38290508137996165,,0.1953439697582246
0.3373566598780954,0.37179237847671565,,0.26725429217195434
0.43052649076564053,0.373355298891362,,0.29841064530156025
0.4331898204052552,0.7268270784176547,,0.5957011709388277
0.37589188827705644,0.4077427365794976,0.9508306654654683,0.37393534209434076
0.35578538223217304,0.4244026124667355,,0.3802617176718705
0.3712959262978601,0.5016393436706292,,0.3832978548536411
0.1637623106973729,0.3242858477070877,,0.04550221467779225
0.5304033588079493,0.4382534377872287,1.0676969051504515,0.39196099099732473
0.45621588502470756,0.29138468869916717,,0.2798511187576301
0.18982893897953135,0.38787984232265954,,0.0310192102374951
0.10154175213411987,0.2412148184901472,,-0.15173355226587038
0.48138390051799484,0.49270589820646465,1.193341458720893,0.5975790891442584
0.5289081759380234,0.34741617531135327,,0.2887205528946656
0.3504485483990787,0.5415418055624133,0.6885216875603004,0.329141756640493
-0.2570782851519329,0.37990401713354743,,-0.1731635819616788
0.2792198368468045,0.34290132196279693,,0.19800211480298413
0.3889553607482029,0.3900039797266882,,0.2652507535379477
0.5095448177052613,0.45220263798924115,0.7502044472697661,0.37048796449322174
0.26131495176476227,0.363459570553785,0.6020333711006529,0.21171499474757488
0.15692995269871934,0.3887297199291744,0.692031795425786,0.1582901048532881
0.39742291235564675,0.37676120339671404,,0.27149063377482263
0.08071058322211178,0.4127385006746907,,0.09209928573678328
0.18756144315891032,0.03358730042121083,,0.11459229996986231
0.3693849545735375,0.449656887327992,0.6845560044378225,0.3126836730712789
0.36874148531367557,0.46099652665377444,,0.3398596331632151
0.29465914084383427,0.34092765768485156,,0.22814422985143645
0.38826588592599465,0.4874798855380205,,0.30725182128495077
0.20964753096634803,0.3131041258133038,,0.08827487939094458
0.33179476981634914,0.44954741362408673,,0.32030177355207856
0.32304061431685727,0.3948800148124155,,0.27121269432022327
0.22936704782405715,0.2872607204127929,0.8981712276780118,0.20064208076415435
0.20372110493414075,0.26373371681437574,0.744327616655411,0.2657567387663552
0.29578155775187265,0.4061650959355767,,0.2574404064828211
0.33242489707591105,0.2650202360519966,,0.22147468570623302
