"No missing
adjustment","Wrong
backdoor set",Method,"Correct
adjustment"
0.13076214070347425,0.4420619241691664,0.19420985940650137,0.19420985940756352
0.3041412682613348,0.3896411239036415,,0.2059387007689662
0.20008839179877025,0.3948956713832332,0.22228966340785355,0.2222896634105515
0.24902917938507507,0.4595289550746558,0.29162428235626014,0.29162428235274584
0.29672910802711017,0.36780855654907807,,0.28361567396165943
0.3231539576302844,0.4678076930336485,0.7551885706839326,0.3199863434851667
0.2459471144638007,0.3952727372354291,,0.28602366092871423
0.21377303399199932,0.35552615589236974,0.46044970946802455,0.25397382690419257
0.1361710987186725,0.3712973344103006,0.1847751900470349,0.18477519004606724
0.24941935560928918,0.3628056704506821,,0.2683771800522539
0.09459644552841806,0.3382584145408869,0.1447692249424838,0.14476922494372146
0.16340021797315063,0.4519555416889481,0.45837100191319713,0.2508308891110492
0.1673053846791992,0.35154516630350896,0.15906606177374266,0.1590660617901059
0.14485172211253972,0.3462023211674528,,0.19367119381546738
0.3109059570726549,0.46510861253709485,0.34863143117015766,0.34863143122630624
0.20203666113776964,0.41370712969290085,0.25672547378214683,0.25672547376521226
0.09640486698917772,0.3680120770541444,0.456007719739998,0.17237658263794065
0.23487736227809375,0.3858573736520268,,0.2723306650644645
0.26259681422556036,0.41280589172833776,0.4510267839326874,0.20277407829843314
0.05569392080246627,0.2885126602720027,,0.11218573081485206
0.17702241651560124,0.37155417591667145,0.23737330144332786,0.23737330145768376
0.3053702691296353,0.4043928441303987,,0.30214547525968594
0.26283782339816253,0.3337582226909816,,0.22512757531824434
0.2388878562283444,0.408222990415474,0.4252886864653899,0.245937033154511
0.23711821584102322,0.4201655509952846,,0.23139452195299398
0.21418460736219558,0.3538350223871397,,0.23564578198485564
0.2727172459989009,0.35510987986392695,0.23724313520577134,0.23724313519993007
0.19406220843163158,0.3762598147371231,0.7698661522750625,0.19775120344224728
0.10685073942209833,0.29827334005030537,,0.15427846434151682
0.2472424754842698,0.44283151632555084,,0.32391207134474453
0.18733841267843876,0.4239512909465514,0.6137818881074599,0.2578402986666697
0.08103313764316877,0.38988157679702523,,0.15989385414858315
0.34128084594062813,0.519196102877125,,0.3687965523554943
0.13356782204319761,0.3144956596671205,,0.1398817214694178
0.10887663787339741,0.349584531028605,0.1696761632394017,0.16967616324425694
0.2492705053088401,0.4061343375172886,0.4743360046775306,0.2657422034931043
0.10722608660404731,0.42001553362615546,,0.19303186667219052
0.2631537031227379,0.35610114508475155,,0.215300258919067
0.17819061297175065,0.34092175364383215,,0.18647022096404092
0.2529748578530664,0.37872490535185,,0.19958714896691188
0.2555680531025024,0.39216045514522563,0.27050465097656845,0.2705046509770872
0.11866139464644698,0.33580843315165493,0.17333598815876183,0.17333598815886442
0.2776212495237105,0.36786658629757385,0.2298797701300292,0.2298797701322825
0.286999716570595,0.45135805918293403,0.2778720330752462,0.27787203302338837
0.11543626126047757,0.32603630220476904,0.12237305193502712,0.12237305193714465
0.3075998694432015,0.3848879734693734,0.2783895669380902,0.2783895669205849
0.24389541549114557,0.4677889452892751,0.27592775007659154,0.27592775007979775
0.14022120270610172,0.475115788451159,0.2173957590438078,0.21739575905640163
0.0850255541010907,0.36045799090559316,0.150254032251107,0.15025403224823985
0.3722755196766886,0.41493309637693326,0.33951481828328456,0.339514818280649
0.22879673830256586,0.4500138638774475,0.28085085219079003,0.2808508521912119
0.28248936254445245,0.4505837143455196,0.6596172543035042,0.29234545842378207
0.24903065286426274,0.3789593919910346,,0.22942117012794455
0.3133258632820459,0.4330042482497923,0.30566361430703654,0.30566361430770844
0.17856914205486663,0.30620269228395186,0.16740138082895545,0.16740138083505057
0.19242148513918556,0.42217440666771355,,0.21015521312675056
0.27979633995828834,0.37533133714592704,,0.24155427898593462
0.20028569883183422,0.2906939023514811,,0.11268824289097035
0.14457523956596796,0.31412229600697367,,0.13442480904506326
0.04673974550354365,0.2941766937201775,0.1387666444508142,0.13876664445246345
0.19777188436481696,0.4135510211344483,0.33930741040613216,0.3393074104065405
0.2377584500172245,0.4037420184077409,0.2537649881444931,0.2537649881449089
0.16295275161781475,0.3289981440345666,,0.15987489061758853
0.2740850102342486,0.38749270416880177,,0.30302276881826085
0.2874180358008872,0.41076446809191225,0.28477796850903536,0.2847779685102312
0.24636387510960978,0.39830041555649626,,0.25749262060858236
0.06096808672627474,0.31436559326595437,,0.13316812959799196
0.21535390034574575,0.2874427711427631,0.4198804612812157,0.1877642624282167
0.2366632435414734,0.36385700733251763,0.20784418294029916,0.20784418295352014
0.06679929569936505,0.25220018663082155,0.13195417155723455,0.13195417155719846
0.21766549516823264,0.35319421875225454,,0.2167301027427173
0.16346596161045657,0.2896752409586037,0.14650468599177907,0.1465046859924481
0.28457609888725166,0.4948780096473333,,0.30756235899034234
0.12238090847649652,0.4272918478615371,0.19138270046844869,0.19138270044582956
0.22110188273177234,0.40842073300779114,0.24080613467872586,0.2408061346841734
0.23380851629957433,0.3821462201038196,,0.2407897051040922
0.25200367055807305,0.40375810080906976,,0.27510203834798547
0.22798543403416904,0.3446012100677859,0.2120995319690162,0.21209953194901826
0.19392341548956227,0.39300344451653174,,0.1883049244323327
0.21644953468802963,0.40097396899691967,,0.2194667721919329
0.1676984671653241,0.2813935836591081,,0.16469832840216136
0.24569235256358168,0.3323326274219949,,0.25922081200002045
0.29882120229227005,0.368304659958326,0.29973931164169465,0.29973931164301026
0.21523910905399657,0.3687705539076925,0.2268898305548448,0.2268898305549254
0.13357899605013246,0.3953483724369974,0.16528862594890548,0.16528862594884985
0.23062119198077846,0.41193593034580733,0.2717019259894174,0.27170192598982923
0.3505569344486269,0.372156430825772,,0.2786427765818318
0.3087481636874059,0.3117541109787087,0.269387436805977,0.2693874368169243
0.20871063818845492,0.48506077322051605,0.24577436698160804,0.24577436698201205
0.2590621321919262,0.4239841142792279,0.5642737912064858,0.30413712151321826
0.02149651133212349,0.31767371366515373,,0.08493303003077413
0.14384424817480757,0.3572321859664532,,0.17686886826489345
0.20213590377123858,0.4213344121233889,0.21793341840586972,0.21793341841877661
0.12404692439161968,0.38224090960249857,0.10166532252321969,0.10166532252283933
0.21909188266066337,0.35490015587345813,0.2374548264427832,0.23745482642411814
0.30048756940289334,0.42679256910007535,0.30849067498973676,0.3084906749922636
0.36237897735044144,0.4794846301226751,,0.46285789357384005
0.07940756497704704,0.2813858529507179,,0.10332225504980996
0.15607262915334585,0.3807936010790019,0.18336091478757388,0.18336091475141136
0.14571457482860228,0.30707569695035,0.13658992495624755,0.13658992495943656
0.32262147568769606,0.509246853050741,,0.3518062379508592
0.20281867410419563,0.3577736985438443,0.23494294896556434,0.23494294896531343
0.24187217878273393,0.3647604480335064,,0.21458924201662233
0.2572454028013792,0.4395451756157869,0.5861941631704428,0.2860619951209912
0.14428105345121034,0.3439990948420333,0.19887119770608835,0.19887119770567296
0.1498312558362107,0.2815135751547445,0.1430687975409648,0.14306879754975377
0.2787921400679877,0.39164440048029303,,0.26166681026539046
0.37528388495680587,0.4539298051380177,,0.36711145569363346
0.16755565694672403,0.36415660047192216,0.21926798893727484,0.21926798892434285
0.2156177894366167,0.40260347718002143,,0.2131864425632437
0.27201085883090714,0.4931092009394101,0.7147107146873737,0.291743634254624
0.28745930285911836,0.4831468449923025,0.30035184393574765,0.30035184393528785
0.1395740941729774,0.3847816481075012,0.1597681113914411,0.15976811138995106
0.14621464845443588,0.42204556242883184,0.17689815423296318,0.17689815423690047
0.29897076964010794,0.40028781419065884,,0.2896774190209056
0.22379115370947322,0.45304112488210513,0.2573770549584529,0.2573770549515036
0.2641198604766185,0.4250776772852556,,0.27554127782041105
0.2787239578186167,0.4145135812039313,0.2840341003425466,0.28403410034468524
0.24846249994448433,0.33585811511284874,,0.1957981322795022
0.1496104648702582,0.39035338746295783,,0.20183165308499196
0.2980546517806406,0.433483187342873,,0.31049651661791255
0.21706527010021393,0.3535309001999491,,0.19713302232974672
0.2490482704675563,0.40962890032708305,0.27361070204566207,0.2736107020397405
0.30440775128093966,0.44771907106902664,0.314271375706497,0.3142713757059313
0.10117656115006846,0.36064946924727576,0.14750676339094115,0.14750676338760027
0.190060454428701,0.36801221385374666,,0.1838251288473649
0.1712361156883051,0.4231930357312527,,0.207631436486152
0.14002405420100061,0.25809841879261397,0.45256108914374527,0.20744740429900688
0.3313246935179204,0.4185537028020859,0.5311011411914603,0.33953337543474466
0.27813602878740895,0.4696641715755185,0.3501808481930671,0.35018084818631456
0.11504258583233096,0.40805625232736087,0.14769452579874798,0.14769452577131392
0.1769920734257069,0.4258258977893842,0.21490079797573935,0.2149007979758205
0.27449879376021413,0.43097331871600053,,0.2520470762612646
0.1905492425622165,0.4141408572546675,0.25799325499237824,0.2579932549941621
0.29399038933342914,0.3897737374975956,0.2564906017723803,0.2564906017190215
0.16688438478837475,0.36973559327049704,,0.21213089317397404
0.162305816792796,0.43586054769369326,,0.18534231646276356
0.21974647711320927,0.33597749390454645,,0.1656712530542433
0.1219473474656978,0.3765298317806856,,0.175385523273074
0.3180243589416558,0.4024562267143429,0.4967820167358099,0.2467753122681326
0.21868443351556743,0.4167514971709104,0.5191271206609176,0.21178949655407064
0.24954372931379898,0.44668953602009126,0.25235618346953026,0.2523561834165846
0.31835688998643086,0.4553281534266387,0.32598927153330604,0.3259892715320388
0.30731707398971697,0.492599523043728,0.35722559869348336,0.3572255986978123
0.23950923893207143,0.37144447393829716,,0.23033276689309007
0.1336645280622739,0.4457108853577034,0.25151443191849054,0.2515144319182151
0.26423037579707254,0.45046090437582975,0.3067212322269856,0.3067212323357573
0.2599541639600973,0.411420307840688,,0.2518972552718938
0.14949317834430553,0.32115533579690014,0.12960265453818187,0.12960265453691944
0.17094386260005023,0.45788396997006897,0.288482386691604,0.2884823866919558
0.2902524371055266,0.42285793037625663,,0.2633986199593699
0.25950038062648695,0.26023450504448437,,0.19816012217069384
0.21598501483094523,0.4411155412056654,0.24121837234210358,0.24121837234144272
0.1922896158482129,0.42526546574753127,0.22945490776531874,0.22945490776665622
0.23271975336839346,0.40481296428871716,0.2014904612130205,0.20149046121327557
0.34978520973909566,0.41868773031381845,,0.29979695757245817
0.20893119891213552,0.4706178235708496,,0.22961090192655365
0.33336661276640644,0.39015555186488765,,0.2704495055922137
0.11598302089186441,0.4188166782097716,0.16515633853161193,0.1651563385302628
0.15472629381689662,0.3451949544751696,0.1792708344749508,0.1792708344861037
0.3241818974344911,0.48672795521731826,0.6010279895615764,0.3365880174390368
0.15243993210245077,0.3991540458959423,0.1861954014603867,0.18619540140232183
0.246633354324597,0.5143990108945211,0.3252868403466771,0.3252868403407566
0.2082012941860526,0.3755594956271207,0.18608332820938245,0.1860833282095926
0.17519538356734776,0.37237384266895046,,0.22258224801751136
0.20206974007129352,0.45018954853118964,0.554508059776019,0.22478974488617515
0.2725897974438414,0.5078647792388578,,0.3331782912460236
0.26304961127157767,0.39060628840656636,0.25358270866293825,0.2535827086523503
0.27791815377991547,0.42731527251612345,,0.26865054609819816
0.1672973684079102,0.4429036743513943,0.22585981247163,0.22585981249896614
0.25786940832588257,0.35557517765339935,0.21973114140817973,0.21973114139638916
0.2817137490595718,0.438276156152854,0.3014269630950645,0.3014269630752084
0.029220791196406526,0.3271245850229809,0.1364536356903846,0.13645363570190505
0.1555082041130601,0.31739942372966423,,0.21998660816328874
0.25592788412622725,0.46657178810014754,0.30894007920220035,0.3089400792034527
0.20217219650237261,0.3371165438164466,,0.17371348822236277
0.16232187709723944,0.3125617604301096,0.4885548644393168,0.18659414302300859
0.1905511302563494,0.390365308301204,0.2364579078481252,0.236457907844562
0.2655480031453876,0.4028586511481521,0.280514264380078,0.2805142644021494
0.3859953914199805,0.4560325232078937,,0.326509590260169
0.2339296294974238,0.38209613392177066,,0.20904227004189174
0.14303971883550537,0.3180945283557085,0.16863676812162354,0.16863676811494965
0.15532241553569193,0.2603515735324289,,0.17632239616303758
0.37755119151991423,0.5364888922046616,0.3721179945755701,0.3721179945776714
0.18903269284286328,0.36064542640669683,,0.20643267968521
0.21529819099631953,0.36088434894807736,,0.17779909899817092
0.2919080320367391,0.3969688733312218,0.5680614332302947,0.23736662736734238
0.23691588012697673,0.3594392314386722,0.23161576474395312,0.23161576473979112
0.22010547609976783,0.4008254227818881,0.2271213422223174,0.2271213422220386
0.31897543567708686,0.48253398059503516,0.30772860850732847,0.3077286085276041
0.26466654947247314,0.3900608599359189,0.2847879263280836,0.28478792629632477
0.14388266309836595,0.3502062550603102,0.5207930359743942,0.14683878063093114
0.19569210759163735,0.3319431134560651,0.20935708541571102,0.2093570854153584
0.11346719806693384,0.34576080756076866,0.17016712034227344,0.17016712034054504
0.2590511228591127,0.5414901446716307,0.3430309305549614,0.3430309305547929
0.27336602962728995,0.3483335375158886,,0.20996971081114052
0.18793728262603226,0.4165086395763718,,0.2317222487798989
0.13841339378661177,0.3911415556739297,0.5393638980532145,0.17042332017816753
0.3545495725092406,0.5040679935858597,0.37225771422745824,0.3722577142273576
0.2710425098035639,0.41906402028241035,0.2775896575074073,0.2775896575075262
